idx,kind,digits,instance_text,correct_nl,correct_code,correct_code_exec,s_concept_true_given_nl,s_concept_true_given_code,concept_top1_correct_nl,concept_top1_correct_code,pred_letter_nl,pred_letter_code,has_code_fence
12,ilp_prod,16,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [42, 40, 20, 14, 15, 4]
consumption (rows=resources) = [[11, 7, 15, 12, 3, 16], [15, 12, 2, 7, 3, 7], [16, 6, 4, 15, 1, 1], [4, 7, 3, 13, 1, 5]]
capacity = [55, 50, 47, 34]
upper_bounds = [3, 4, 3, 3, 10, 3]",0,0,0,0.1078566956517909,0.18554437606323906,0,1,D,F,1
13,ilp_prod,16,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [20, 29, 19, 5, 24, 17]
consumption (rows=resources) = [[15, 3, 15, 4, 11, 7], [5, 3, 11, 2, 9, 2], [3, 1, 7, 7, 4, 5], [3, 2, 16, 1, 4, 14]]
capacity = [61, 60, 37, 57]
upper_bounds = [4, 10, 3, 5, 5, 4]",0,0,0,0.17859500185893673,0.10977858174881942,0,0,B,C,1
14,ilp_prod,16,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [19, 34, 45, 43, 32, 10]
consumption (rows=resources) = [[13, 6, 11, 13, 7, 12], [12, 2, 16, 7, 9, 2], [4, 2, 9, 3, 10, 14], [13, 4, 1, 1, 16, 1]]
capacity = [57, 42, 45, 34]
upper_bounds = [3, 8, 3, 4, 3, 3]",0,0,0,0.0646622654407833,0.1974821816186896,0,0,I,H,1
15,sub,32,Compute: 89862074012826272524083907496869 - 25944923006089945414865247122669,0,0,1,0.0605619323369246,0.11822569460007129,0,0,G,A,1
16,add,8,Compute: 36840588 + 55405032,0,1,1,0.33843878818299,0.03247427388346785,1,0,A,C,1
17,lcs,16,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dabaadabbdccdccb""
T = ""ccbabccdbbaabdd""",0,0,1,0.10865990410402185,0.09278984085849744,0,0,H,A,1
18,ilp_assign,32,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[33, 64, 91, 46, 25, 81, 39], [40, 90, 20, 14, 55, 40, 96], [64, 89, 96, 63, 91, 6, 46], [28, 21, 60, 43, 83, 40, 86], [87, 88, 85, 16, 37, 17, 87], [90, 50, 85, 11, 88, 54, 53], [40, 27, 12, 51, 83, 8, 12]]",0,0,1,0.05868840545148389,0.1178203924038257,0,0,H,I,1
19,mul,16,Compute: 9400698895052305 * 7171510070325926,0,0,1,0.15038448610413518,0.06668459798198667,0,0,G,F,1
20,ilp_assign,8,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[17, 20, 20, 3, 14, 19, 17], [8, 17, 23, 11, 9, 17, 13], [15, 4, 19, 1, 21, 14, 3], [12, 10, 18, 24, 2, 2, 12], [6, 4, 8, 12, 17, 2, 11], [18, 8, 19, 8, 11, 3, 22], [3, 2, 4, 11, 16, 13, 21]]",0,0,1,0.050466624442637685,0.018437599680184984,0,0,G,H,1
21,ilp_assign,2,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[2, 5], [5, 1]]",0,1,1,0.1518197171019037,0.32209156225923,0,1,A,D,1
22,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[17, 28, 35, 38, 43, 31, 21], [35, 31, 21, 32, 36, 42, 3], [24, 42, 34, 24, 29, 8, 35], [44, 47, 10, 40, 26, 33, 7], [15, 34, 26, 34, 17, 37, 30], [40, 42, 21, 7, 48, 14, 32], [7, 34, 17, 14, 19, 11, 8]]",0,0,1,0.0843272048753605,0.022843826609392923,0,0,H,G,1
23,mul,2,Compute: 93 * 55,0,0,1,0.009548840516885556,0.08347112985927946,0,0,A,I,1
24,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [5, 23, 1, 9, 29, 21, 1, 6, 4, 18, 25, 29, 25, 29, 10, 8]
V = [2, 54, 44, 27, 35, 47, 42, 57, 24, 7, 59, 39, 29, 42, 27, 62]
C = 121",0,0,1,0.11292701092641416,0.19808942177680433,0,0,B,G,1
25,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [9, 8, 24, 17, 19, 22, 13, 22]",0,0,0,0.05722845614857388,0.13131600774838467,0,0,H,G,1
26,lcs,16,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""babbbdadadaacdba""
T = ""dbbddcacdcbccdd""",0,0,1,0.03459248247363991,0.029864788378829877,0,0,E,A,1
27,ilp_assign,32,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[54, 9, 23, 67, 29, 43, 42], [53, 66, 70, 13, 69, 22, 70], [21, 64, 84, 77, 27, 43, 65], [19, 7, 30, 55, 70, 23, 6], [47, 21, 4, 93, 83, 55, 96], [41, 41, 64, 79, 86, 13, 95], [87, 22, 33, 4, 3, 37, 33]]",0,0,1,0.061012261761667845,0.06862893213633492,0,0,F,H,1
28,lcs,4,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""aacd""
T = ""cdb""",1,1,1,0.1368901411026261,0.06627236344468461,0,0,D,F,1
29,add,8,Compute: 22199414 + 27094478,1,1,1,0.30989508447127856,0.06226777887751391,0,0,B,C,1
30,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [20, 1, 22, 2, 4, 19, 20, 16]",0,0,1,0.17825996973095418,0.1864700377898924,0,0,A,G,1
31,add,32,Compute: 48986831406196261102788635840186 + 71128770586266161209350032322266,0,0,1,0.4559239040648725,0.2415691731550419,1,0,A,D,1
32,ilp_partition,16,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [18, 17, 23, 17, 4, 23, 23, 32, 20, 33, 18, 43, 16, 31, 10, 5]",0,1,1,0.11167194141429893,0.023686451659515297,0,0,C,A,1
33,mul,2,Compute: 32 * 11,1,1,1,0.005533453262149236,0.08915344930306139,0,0,A,A,1
34,ilp_partition,2,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [3, 6, 6, 4]",0,1,1,0.10921624214205726,0.08302735072682331,0,0,C,A,1
35,ilp_assign,2,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[6, 1], [4, 3]]",0,1,1,0.05062725977532443,0.08578525066092012,0,0,F,B,1
36,add,4,Compute: 3230 + 6191,1,1,1,0.07170373095774632,0.6550824801189332,0,1,I,A,1
37,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [22, 18, 24, 10, 4, 20, 12, 2]",0,0,1,0.09429891543181433,0.10745906049387496,0,0,F,D,1
38,lcs,16,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""bdaacdcbadbbbcca""
T = ""dbabbdbdadbbadaa""",0,0,1,0.18554236855410852,0.06667149313362215,0,0,H,E,1
39,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [1, 7, 10, 1, 8, 19, 22, 21]",1,1,0,0.09512200676331053,0.21635153074935395,0,1,G,E,1
40,ilp_prod,8,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [3, 22, 14, 11]
consumption (rows=resources) = [[2, 1, 1, 8], [1, 3, 2, 1], [5, 5, 2, 2], [2, 4, 1, 6]]
capacity = [26, 30, 16, 31]
upper_bounds = [3, 3, 8, 3]",0,0,1,0.015942334467888546,0.010041522467913167,0,0,A,B,1
41,ilp_prod,16,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [15, 47, 23, 24, 34, 19]
consumption (rows=resources) = [[7, 8, 6, 14, 10, 2], [3, 1, 8, 12, 14, 7], [3, 13, 6, 5, 7, 9], [14, 16, 14, 7, 3, 2]]
capacity = [52, 52, 32, 62]
upper_bounds = [4, 3, 4, 3, 3, 3]",0,0,0,0.07332641120026769,0.3478263277909266,0,1,H,F,1
42,add,32,Compute: 91926278763816914185120696799727 + 65497188592602895380382458495220,0,0,1,0.46098160997744564,0.10218535006140143,1,0,A,D,1
43,ilp_partition,32,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [12, 14, 25, 38, 84, 80, 91, 18, 76, 24, 87, 1, 89, 9, 40, 4, 47, 96, 29, 79, 66, 44, 91, 59]",0,1,0,0.16296191776770846,0.074706156392488,0,0,B,B,1
44,ilp_assign,4,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[12, 11, 12, 4], [11, 3, 3, 2], [8, 12, 8, 11], [3, 5, 5, 3]]",0,0,1,0.10690493087350308,0.09837408821756405,0,0,A,G,1
45,mul,8,Compute: 55856466 * 34344755,0,0,1,0.39069766655350113,0.020579659704052053,1,0,C,A,1
46,ilp_prod,8,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [5, 12, 8, 11]
consumption (rows=resources) = [[4, 2, 2, 4], [1, 5, 7, 5], [2, 1, 1, 3], [4, 2, 7, 3]]
capacity = [27, 18, 22, 23]
upper_bounds = [5, 3, 3, 3]",0,0,1,0.3390258411049007,0.09706361959593215,1,0,F,A,1
47,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [32, 38, 23, 29, 20, 5, 44, 15, 37, 45, 37, 35, 25, 25, 48, 22]",0,0,1,0.08143742232660982,0.2796683908559457,0,0,H,E,1
48,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[26, 19, 44, 21, 41, 9, 30], [40, 16, 34, 12, 46, 36, 13], [5, 35, 11, 4, 25, 32, 20], [15, 44, 9, 18, 26, 6, 36], [41, 17, 25, 31, 7, 6, 2], [6, 37, 23, 36, 22, 4, 28], [43, 39, 36, 13, 33, 13, 1]]",0,0,1,0.10783767092974098,0.3676815945254179,0,1,B,D,1
49,rod,4,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 4
P = [8, 7, 1, 11]",0,0,1,0.08158886331001108,0.050263190574125684,0,0,G,E,1
50,lcs,32,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""bddaadaaaacdcbccdbcabbbcdbbbacaa""
T = ""dbbdabacdbcdaacaaabcadacaaadbbc""",0,0,1,0.04940588195713345,0.08941871623166549,0,0,F,F,1
51,ilp_assign,32,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[35, 44, 45, 18, 11, 66, 4], [40, 66, 89, 27, 48, 68, 7], [50, 88, 78, 9, 50, 17, 58], [85, 71, 20, 19, 83, 31, 18], [16, 31, 28, 40, 65, 5, 73], [96, 12, 4, 61, 34, 85, 16], [76, 23, 5, 58, 48, 7, 9]]",0,0,1,0.047383378889356176,0.14742293998697387,0,0,G,F,1
52,ilp_partition,2,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [5, 6, 6, 6]",0,1,1,0.21466909406401807,0.13490541724235838,1,0,E,G,1
53,sub,8,Compute: 99531453 - 69693116,0,1,1,0.04129612296953092,0.10332712342706638,0,0,C,G,1
54,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [15, 7, 23, 15, 17, 1, 9, 8]",0,0,1,0.062486572538058574,0.11765687823795208,0,0,F,H,1
55,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [24, 20, 19, 24, 19, 2, 13, 11]",0,0,0,0.030226855848983623,0.04597623366320357,0,0,F,I,1
56,ilp_assign,8,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[6, 12, 5, 9, 17, 16, 21], [23, 9, 8, 23, 18, 1, 10], [7, 12, 7, 13, 16, 11, 9], [1, 20, 5, 9, 8, 10, 10], [5, 8, 11, 5, 18, 3, 4], [16, 11, 20, 3, 8, 22, 22], [10, 6, 2, 9, 1, 1, 3]]",0,0,1,0.06348033758400817,0.037212356507769155,0,0,B,F,1
57,sub,32,Compute: 88882251511483399564446026816074 - 43230020657263471354958713063756,0,1,1,0.08499918196717995,0.3018554233359338,0,1,H,B,1
58,ilp_assign,32,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[22, 96, 77, 50, 39, 52, 87], [68, 44, 3, 83, 14, 34, 84], [25, 96, 31, 93, 12, 6, 69], [74, 55, 45, 87, 42, 1, 46], [1, 2, 30, 77, 33, 4, 74], [40, 79, 85, 11, 68, 13, 35], [34, 55, 92, 49, 89, 44, 60]]",0,0,1,0.20309251396617073,0.2049241364395529,0,0,G,I,1
59,knap,32,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [25, 48, 46, 19, 47, 60, 56, 46, 21, 52, 35, 55, 32, 62, 49, 9, 13, 44, 9, 31, 2, 29, 44, 49, 57, 56, 47, 62, 33, 51, 13, 8]
V = [70, 128, 46, 74, 53, 39, 97, 46, 45, 32, 124, 64, 94, 34, 83, 55, 119, 2, 28, 101, 32, 66, 16, 7, 26, 44, 54, 34, 48, 9, 58, 13]
C = 605",0,0,1,0.03835892697973018,0.033353437585938756,0,0,A,D,1
60,lcs,2,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""ba""
T = ""dc""",1,1,1,0.08578581575371931,0.050736559657567105,0,0,E,A,1
61,ilp_partition,2,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [2, 2, 2, 4]",0,0,1,0.05193681089250404,0.35009147401150703,0,1,A,E,1
62,sub,2,Compute: 97 - 79,1,1,1,0.037895669836310146,0.2193345492888069,0,0,E,A,1
63,knap,32,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [57, 40, 8, 51, 58, 51, 38, 10, 25, 23, 51, 60, 19, 17, 6, 22, 6, 64, 16, 47, 11, 31, 47, 17, 11, 63, 54, 7, 47, 24, 17, 49]
V = [19, 108, 69, 27, 90, 19, 40, 102, 128, 80, 45, 78, 26, 101, 10, 125, 107, 57, 97, 70, 34, 10, 99, 71, 35, 77, 86, 108, 118, 89, 117, 92]
C = 523",0,0,1,0.13309215470357133,0.07735586023741813,0,0,C,D,1
64,sub,8,Compute: 65936204 - 18049146,1,1,1,0.4227940261389042,0.04028981925271486,1,0,B,A,1
65,lcs,32,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dacdccacacbccdddaabdabdaadacbddc""
T = ""baacdcaccccbdddaccdcbddcaaddbcd""",0,0,1,0.07057266197104463,0.3684706865296247,0,1,C,G,1
66,mul,2,Compute: 55 * 85,0,1,1,0.06122945262157943,0.07630850858412977,0,0,A,A,1
67,add,8,Compute: 86223261 + 36467754,0,1,1,0.8129083658071596,0.7937634860133347,1,1,A,A,1
68,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [12, 17, 13, 1, 1, 28, 7, 37, 35, 22, 14, 14, 4, 36, 2, 19]",0,0,1,0.15047244678777377,0.010260062468708387,0,0,D,B,1
69,rod,32,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 32
P = [44, 1, 39, 17, 16, 73, 22, 50, 83, 81, 73, 9, 47, 17, 22, 32, 35, 69, 72, 5, 16, 10, 58, 62, 56, 24, 40, 31, 40, 88, 53, 75]",0,0,0,0.10643531718390782,0.12416723348726298,0,0,G,B,1
70,lcs,4,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""abaa""
T = ""abab""",1,0,1,0.40361087144313007,0.1559224551074743,1,0,G,H,1
71,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[45, 38, 21, 10, 38, 33, 22], [12, 45, 43, 4, 47, 23, 38], [31, 19, 7, 46, 10, 26, 15], [21, 46, 34, 9, 43, 1, 11], [33, 22, 4, 18, 35, 48, 25], [26, 43, 37, 35, 45, 20, 48], [31, 11, 47, 30, 21, 31, 15]]",0,0,1,0.1315922064948395,0.1182164390299137,0,0,A,I,1
72,knap,2,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [3, 1, 5]
V = [10, 10, 4]
C = 4",0,0,1,0.3245774707422421,0.07136544489798996,1,0,H,I,1
73,lcs,4,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""bcbd""
T = ""ccdba""",0,0,1,0.05964881510566486,0.06836305262623638,0,0,F,E,1
74,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [27, 8, 27, 15, 12, 26, 24, 32, 2, 11, 32, 23, 5, 21, 15, 3]
V = [38, 6, 56, 34, 47, 9, 42, 12, 5, 50, 12, 52, 58, 28, 47, 4]
C = 141",0,0,1,0.023464461335654118,0.11027004899293712,0,0,A,D,1
75,sub,32,Compute: 26019498633788671566324390269400 - 22000265814820815050640670985204,0,0,1,0.052471789818788105,0.7301823122140609,0,1,A,B,1
76,lcs,2,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dd""
T = ""ba""",1,0,1,0.11815364110655886,0.26627075190164784,0,1,H,G,1
77,mul,16,Compute: 3865727284759657 * 6296408602997800,0,0,1,0.028673713012958263,0.004033346752538263,0,0,A,A,1
78,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [24, 3, 24, 11, 28, 10, 13, 13, 31, 20, 32, 2, 32, 25, 19, 27]
V = [26, 38, 11, 50, 39, 3, 7, 14, 3, 13, 19, 3, 38, 23, 7, 29]
C = 157",0,0,1,0.1572557037854831,0.0998100784924849,0,0,C,G,1
79,knap,4,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [2, 8, 3, 2]
V = [9, 13, 15, 14]
C = 7",0,0,1,0.0845118827280342,0.06544248895098666,0,0,I,A,1
80,ilp_prod,16,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [36, 34, 34, 28, 29, 35]
consumption (rows=resources) = [[7, 10, 16, 12, 12, 6], [12, 8, 2, 4, 1, 12], [5, 12, 10, 13, 15, 15], [16, 1, 4, 14, 1, 12]]
capacity = [51, 53, 58, 35]
upper_bounds = [3, 4, 3, 3, 3, 3]",0,0,0,0.08503524675334227,0.045135740611990396,0,0,E,C,1
81,mul,4,Compute: 3220 * 9078,0,0,1,0.1349588621428221,0.14768062857739903,0,0,B,D,1
82,add,8,Compute: 39792878 + 65032702,0,1,1,0.01796309496740138,0.5867048946059026,0,1,H,A,1
83,ilp_partition,4,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [11, 10, 7, 1]",0,0,1,0.13859112610073204,0.021480612776293047,0,0,B,A,1
84,add,2,Compute: 86 + 59,1,1,1,0.12985133835241472,0.9752310136899228,0,1,D,A,1
85,ilp_prod,32,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [89, 10, 26, 51, 28, 83]
consumption (rows=resources) = [[9, 1, 28, 3, 18, 19], [13, 21, 15, 27, 25, 5], [32, 28, 5, 8, 28, 27], [9, 9, 7, 27, 15, 25]]
capacity = [103, 128, 101, 120]
upper_bounds = [3, 3, 3, 4, 3, 3]",0,0,0,0.08898712971607904,0.06787433445288817,0,0,I,D,1
86,sub,2,Compute: 79 - 12,1,1,1,0.24149732214210173,0.02143245618867285,0,0,A,E,1
87,add,8,Compute: 99984293 + 52794922,0,1,1,0.16205406714980494,0.6238434646951472,0,1,I,A,1
88,ilp_prod,2,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [7, 6]
consumption (rows=resources) = [[1, 1], [1, 2]]
capacity = [7, 7]
upper_bounds = [7, 3]",0,0,0,0.03696754785397513,0.0626273532113214,0,0,H,I,1
89,sub,2,Compute: 34 - 33,1,1,1,0.07046394783352936,0.04847438897134487,0,0,A,I,1
90,ilp_prod,16,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [44, 43, 11, 38, 9, 34]
consumption (rows=resources) = [[7, 12, 10, 1, 16, 13], [2, 1, 13, 2, 8, 9], [9, 15, 10, 4, 7, 14], [4, 15, 11, 6, 15, 9]]
capacity = [36, 52, 62, 47]
upper_bounds = [5, 3, 3, 7, 3, 3]",0,0,0,0.126682085868595,0.39403152246923884,0,1,H,F,1
91,rod,32,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 32
P = [89, 60, 40, 8, 3, 32, 23, 16, 53, 56, 4, 11, 74, 87, 86, 4, 12, 72, 17, 86, 87, 20, 42, 67, 36, 40, 51, 39, 69, 79, 42, 45]",0,0,0,0.15748652318380515,0.025127104072497616,0,0,A,H,1
92,sub,4,Compute: 3860 - 3604,1,1,1,0.19882911493643515,0.08417994671162421,0,0,D,G,1
93,mul,4,Compute: 8547 * 8569,0,0,1,0.12655401299436217,0.15881382874823935,0,0,A,A,1
94,ilp_assign,2,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[5, 6], [6, 5]]",0,0,1,0.1418257741598872,0.10068505606196479,0,0,E,B,1
95,lcs,8,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""ddacccab""
T = ""acccaccad""",1,1,1,0.13571303903567758,0.44220713871646233,0,1,B,G,1
96,rod,4,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 4
P = [3, 6, 5, 8]",0,0,1,0.08073939424036047,0.1495516588901318,0,0,D,H,1
97,ilp_assign,8,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[7, 10, 12, 7, 5, 5, 21], [16, 7, 16, 6, 5, 11, 9], [22, 1, 5, 9, 21, 3, 21], [15, 17, 18, 8, 14, 24, 8], [15, 21, 18, 2, 22, 12, 4], [14, 9, 19, 19, 3, 21, 16], [12, 7, 3, 6, 3, 1, 14]]",0,0,0,0.1100978954198058,0.10273065712147944,0,0,G,G,1
98,knap,4,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [6, 8, 5, 8]
V = [5, 16, 10, 11]
C = 13",1,1,1,0.05491057093506884,0.08722741203430483,0,0,I,G,1
